project_name,commitOneSha,commitTwoSha,tool,behavior_change,failed_test_cases,local_test_suite,class_under-analysis,method_under_analysis
commons-lang,2c454a4ce3fe771098746879b166ede2284b94f4,687b2e62b7c6e81cd9d5c872b7fa9cc8fd3f1509,differential-evosuite,True,{'NumberUtils_ESTest#test0'},/local/tmp.11125002/study-execution/nimrod-hunoroutput-test-dest/commons-lang/2c454a4ce3fe771098746879b166ede2284b94f4/evosuite_5,org.apache.commons.lang3.math.NumberUtils,createNumber(String)Number
commons-lang,2c454a4ce3fe771098746879b166ede2284b94f4,687b2e62b7c6e81cd9d5c872b7fa9cc8fd3f1509,evosuite,False,set(),/local/tmp.11125002/study-execution/nimrod-hunoroutput-test-dest/commons-lang/2c454a4ce3fe771098746879b166ede2284b94f4/evosuite_6,org.apache.commons.lang3.math.NumberUtils,createNumber(String)Number
commons-lang,2c454a4ce3fe771098746879b166ede2284b94f4,687b2e62b7c6e81cd9d5c872b7fa9cc8fd3f1509,randoop,False,set(),/local/tmp.11125002/study-execution/nimrod-hunoroutput-test-dest/commons-lang/2c454a4ce3fe771098746879b166ede2284b94f4/randoop_3,org.apache.commons.lang3.math.NumberUtils,createNumber(String)Number
commons-lang,2c454a4ce3fe771098746879b166ede2284b94f4,687b2e62b7c6e81cd9d5c872b7fa9cc8fd3f1509,differential-evosuite,True,{'NumberUtils_ESTest#test0'},/local/tmp.11125002/study-execution/nimrod-hunoroutput-test-dest/commons-lang/2c454a4ce3fe771098746879b166ede2284b94f4/evosuite_7,org.apache.commons.lang3.math.NumberUtils,createNumber(String)Number
commons-lang,2c454a4ce3fe771098746879b166ede2284b94f4,687b2e62b7c6e81cd9d5c872b7fa9cc8fd3f1509,evosuite,False,set(),/local/tmp.11125002/study-execution/nimrod-hunoroutput-test-dest/commons-lang/2c454a4ce3fe771098746879b166ede2284b94f4/evosuite_8,org.apache.commons.lang3.math.NumberUtils,createNumber(String)Number
commons-lang,2c454a4ce3fe771098746879b166ede2284b94f4,687b2e62b7c6e81cd9d5c872b7fa9cc8fd3f1509,randoop,False,set(),/local/tmp.11125002/study-execution/nimrod-hunoroutput-test-dest/commons-lang/2c454a4ce3fe771098746879b166ede2284b94f4/randoop_4,org.apache.commons.lang3.math.NumberUtils,createNumber(String)Number
commons-lang,1f001d06a2bde5ee4e3204ab38c4b1db8e95db0b,2c9c8753165dc7ce5dd1d5a6d741b445b33302c2,differential-evosuite,False,set(),/local/tmp.11125002/study-execution/nimrod-hunoroutput-test-dest/commons-lang/1f001d06a2bde5ee4e3204ab38c4b1db8e95db0b/evosuite_1,org.apache.commons.lang3.math.NumberUtils,createNumber(String)Number
commons-lang,1f001d06a2bde5ee4e3204ab38c4b1db8e95db0b,2c9c8753165dc7ce5dd1d5a6d741b445b33302c2,evosuite,False,set(),/local/tmp.11125002/study-execution/nimrod-hunoroutput-test-dest/commons-lang/1f001d06a2bde5ee4e3204ab38c4b1db8e95db0b/evosuite_2,org.apache.commons.lang3.math.NumberUtils,createNumber(String)Number
commons-lang,1f001d06a2bde5ee4e3204ab38c4b1db8e95db0b,2c9c8753165dc7ce5dd1d5a6d741b445b33302c2,randoop,False,set(),/local/tmp.11125002/study-execution/nimrod-hunoroutput-test-dest/commons-lang/1f001d06a2bde5ee4e3204ab38c4b1db8e95db0b/randoop_1,org.apache.commons.lang3.math.NumberUtils,createNumber(String)Number
commons-lang,4ddbd99c5805781bd3c2287ab7920fecc23dab53,fb47b96ab635d7cc6e9edefdddc46f1baf63b117,differential-evosuite,True,{'LookupTranslator_ESTest#test0'},/local/tmp.11125002/study-execution/nimrod-hunoroutput-test-dest/commons-lang/4ddbd99c5805781bd3c2287ab7920fecc23dab53/evosuite_1,org.apache.commons.lang3.text.translate.LookupTranslator,LookupTranslator(CharSequence[])
commons-lang,4ddbd99c5805781bd3c2287ab7920fecc23dab53,fb47b96ab635d7cc6e9edefdddc46f1baf63b117,evosuite,True,"{'LookupTranslator_ESTest#test03', 'LookupTranslator_ESTest#test12', 'LookupTranslator_ESTest#test14', 'LookupTranslator_ESTest#test10'}",/local/tmp.11125002/study-execution/nimrod-hunoroutput-test-dest/commons-lang/4ddbd99c5805781bd3c2287ab7920fecc23dab53/evosuite_2,org.apache.commons.lang3.text.translate.LookupTranslator,LookupTranslator(CharSequence[])
commons-lang,4ddbd99c5805781bd3c2287ab7920fecc23dab53,fb47b96ab635d7cc6e9edefdddc46f1baf63b117,randoop,False,set(),/local/tmp.11125002/study-execution/nimrod-hunoroutput-test-dest/commons-lang/4ddbd99c5805781bd3c2287ab7920fecc23dab53/randoop_1,org.apache.commons.lang3.text.translate.LookupTranslator,LookupTranslator(CharSequence[])
commons-lang,4ddbd99c5805781bd3c2287ab7920fecc23dab53,fb47b96ab635d7cc6e9edefdddc46f1baf63b117,differential-evosuite,True,{'LookupTranslator_ESTest#test0'},/local/tmp.11125002/study-execution/nimrod-hunoroutput-test-dest/commons-lang/4ddbd99c5805781bd3c2287ab7920fecc23dab53/evosuite_3,org.apache.commons.lang3.text.translate.LookupTranslator,translate(CharSequence| int| Writer)int
commons-lang,4ddbd99c5805781bd3c2287ab7920fecc23dab53,fb47b96ab635d7cc6e9edefdddc46f1baf63b117,evosuite,True,"{'LookupTranslator_ESTest#test07', 'LookupTranslator_ESTest#test00'}",/local/tmp.11125002/study-execution/nimrod-hunoroutput-test-dest/commons-lang/4ddbd99c5805781bd3c2287ab7920fecc23dab53/evosuite_4,org.apache.commons.lang3.text.translate.LookupTranslator,translate(CharSequence| int| Writer)int
commons-lang,4ddbd99c5805781bd3c2287ab7920fecc23dab53,fb47b96ab635d7cc6e9edefdddc46f1baf63b117,randoop,False,set(),/local/tmp.11125002/study-execution/nimrod-hunoroutput-test-dest/commons-lang/4ddbd99c5805781bd3c2287ab7920fecc23dab53/randoop_2,org.apache.commons.lang3.text.translate.LookupTranslator,translate(CharSequence| int| Writer)int
commons-lang,379151bad9c5402c335db67f9494351b99298732,75944e541d358d5b06ebbba3098a919fbf2539d4,differential-evosuite,False,set(),/local/tmp.11125002/study-execution/nimrod-hunoroutput-test-dest/commons-lang/379151bad9c5402c335db67f9494351b99298732/evosuite_1,org.apache.commons.lang3.LocaleUtils,toLocale(String)Locale
commons-lang,379151bad9c5402c335db67f9494351b99298732,75944e541d358d5b06ebbba3098a919fbf2539d4,evosuite,False,set(),/local/tmp.11125002/study-execution/nimrod-hunoroutput-test-dest/commons-lang/379151bad9c5402c335db67f9494351b99298732/evosuite_2,org.apache.commons.lang3.LocaleUtils,toLocale(String)Locale
commons-lang,379151bad9c5402c335db67f9494351b99298732,75944e541d358d5b06ebbba3098a919fbf2539d4,randoop,False,set(),/local/tmp.11125002/study-execution/nimrod-hunoroutput-test-dest/commons-lang/379151bad9c5402c335db67f9494351b99298732/randoop_1,org.apache.commons.lang3.LocaleUtils,toLocale(String)Locale
